678:518,8,76,654,17,84,302,58,29,542
680:70,518,616,650,654,17,84,8,58,29
681:518,616,76,654,15,17,302,8,58,542
682:70,616,76,654,17,84,302,8,564,58
683:866,616,76,654,17,84,302,8,58,29
684:616,654,15,17,302,564,245,8,61,542
715:81,8,76,302,11855,17,654,311,2543,4671
716:616,650,302,15,17,654,8,58,861,542
741:518,616,76,654,15,17,302,8,58,542
750:736,226,8,361,354,76,866,301,81,564
754:70,616,76,654,17,84,302,58,29,1102
756:70,616,650,76,15,8,84,564,508,542
757:518,616,76,302,17,84,654,8,564,58
758:518,616,76,654,17,84,302,8,58,542
763:70,518,8,650,15,17,84,564,29,542
773:518,616,76,654,17,302,8,58,508,542
774:226,518,81,8,650,76,302,17,84,564
775:736,866,899,70,518,76,564,58,508,542
782:518,616,650,76,654,8,84,302,58,29
784:354,518,650,76,866,302,17,84,1102,29
793:518,616,76,654,15,8,564,508,29,542
803:518,616,654,15,17,84,302,8,58,542
813:518,616,650,654,17,84,302,564,29,542
815:518,8,76,654,84,302,564,58,29,542
817:518,616,650,76,15,8,564,58,29,542
818:8,616,302,17,564,654,58,508,542,1023
823:518,616,76,302,17,564,654,8,58,245
825:518,70,81,616,650,654,8,58,29,542
833:736,866,899,70,8,76,302,84,564,58
835:70,518,616,650,76,654,84,302,58,29
838:518,616,650,76,654,17,302,8,58,29
844:70,518,8,76,301,15,245,58,29,542
850:866,616,76,354,302,17,84,654,58,29
856:866,899,70,327,361,138,226,301,2139,1119
857:70,518,8,650,76,302,15,84,564,542
874:226,518,70,76,302,81,84,1102,58,29
891:616,361,76,302,17,84,654,8,58,29
899:518,616,76,654,17,84,302,8,58,542
900:616,76,654,15,17,302,8,58,29,542
911:518,616,76,654,8,84,302,58,29,542
918:518,616,654,17,84,302,8,58,29,542
925:518,616,76,302,17,564,654,8,84,58
926:70,518,8,650,76,302,84,564,58,542
937:518,616,650,76,654,564,302,58,29,542
949:866,616,76,654,17,84,302,8,58,29
964:518,616,76,654,17,84,302,8,58,542
970:518,616,76,654,17,564,302,8,84,58
977:736,899,518,81,361,650,17,245,508,29
981:542,518,616,302,15,17,245,8,58,654
982:518,8,616,76,302,17,84,654,58,245
984:616,650,76,654,17,84,8,58,29,542
992:518,616,76,654,17,564,302,8,58,542
993:518,616,76,654,15,84,564,58,29,542
998:616,650,76,654,17,84,302,564,58,29
1000:354,518,70,81,8,1102,17,84,58,29
1007:70,518,8,654,15,17,84,564,29,542
1027:8,616,76,302,17,564,654,58,168,508
1028:518,616,650,76,302,15,17,58,29,542
1044:518,616,654,15,17,84,302,8,58,542
1045:70,518,8,650,76,1102,17,84,58,542
1049:518,616,76,654,15,17,564,8,58,542
1068:182,616,76,654,17,302,8,58,61,245
1069:518,70,8,76,654,84,564,508,29,542
1070:70,518,616,650,76,1102,17,84,58,542
1082:866,899,518,70,650,301,81,84,508,542
1083:866,616,650,76,654,17,84,302,8,58
1088:616,650,654,17,84,302,8,564,58,542
1094:736,226,899,70,616,301,81,58,508,29
1116:518,616,76,654,8,84,302,58,29,542
1121:81,616,650,76,654,17,84,302,58,29
1125:616,650,76,654,84,302,564,58,29,1102
1127:518,616,76,654,17,84,302,8,58,29
1132:518,8,76,654,15,17,84,302,58,542
1133:736,226,899,518,8,650,76,301,81,508
1140:354,518,70,616,76,302,8,84,58,29
1141:1382,70,8,616,302,17,787,654,508,542
1148:616,76,302,15,17,654,8,58,508,1023
1153:518,616,650,76,654,17,564,58,29,542
1163:866,616,76,654,17,84,302,8,58,29
1166:518,616,650,76,654,17,84,302,8,58
1172:518,616,76,654,17,84,302,8,58,29
1192:518,616,650,76,302,17,564,8,58,29
1204:518,616,654,15,17,302,8,58,61,542
1208:518,616,650,302,15,17,654,8,58,542
1209:518,616,76,302,17,564,654,8,58,542
1234:518,616,650,76,654,17,564,302,8,58
1236:518,616,76,654,15,17,302,8,58,542
1245:518,616,650,654,8,84,302,58,29,542
1263:518,8,650,76,302,17,84,564,58,542
1267:518,616,76,654,8,84,302,58,29,542
1269:81,616,76,654,17,4755,245,58,508,94
1288:518,616,76,654,17,564,302,58,29,542
1295:736,899,70,518,616,76,301,564,508,542
1296:518,8,76,654,15,17,84,58,29,542
1302:518,616,650,76,654,17,84,302,8,29
1305:518,8,650,76,302,17,84,58,29,542
1342:518,616,302,17,787,84,654,564,58,542
1382:518,616,654,17,84,302,8,564,58,542
1389:866,616,76,654,17,84,302,8,58,29
1391:32,6,76,654,61,17,302,58,29,245
1397:226,70,262,17,616,780,654,81,302,1023
1402:70,518,616,650,76,302,8,84,564,58
1405:866,616,76,654,17,84,302,8,58,29
1407:518,616,302,17,787,654,8,58,61,542
1408:518,616,650,654,17,84,302,564,58,542
1409:70,81,616,138,15,8,564,245,508,542
1412:70,616,76,302,17,84,654,8,58,542
1413:736,899,327,236,15,81,698,508,542,1119
1418:736,866,899,650,76,654,15,81,564,542
1419:1410,518,616,302,15,17,245,8,508,542
1420:518,616,650,76,654,8,302,58,29,542
1427:736,226,518,81,8,866,17,84,564,29
1430:518,8,76,654,15,17,84,302,58,542
1431:518,616,650,76,654,8,84,564,58,542
1435:736,354,616,76,866,302,84,564,58,29
1437:518,616,76,302,17,564,654,8,58,542
1441:866,616,650,76,654,17,84,302,8,58
1447:518,616,650,76,654,17,84,302,8,58
1448:518,8,616,654,15,17,787,245,508,542
1457:32,518,616,654,15,17,302,8,58,542
1458:736,70,81,616,650,76,302,17,84,58
1469:354,518,616,76,302,84,1102,564,58,542
1477:518,616,650,76,654,17,84,302,58,542
1486:168,76,302,719,17,564,1326,984,2139,8860
1490:518,616,76,654,15,17,302,8,58,542
1491:518,616,76,654,15,8,84,302,58,542
1500:899,518,70,650,76,302,84,564,58,29
1503:70,616,650,76,654,15,8,564,58,542
1517:866,616,76,654,17,84,302,8,58,508
1518:518,616,654,17,84,302,8,58,508,542
1535:354,899,70,650,866,654,84,302,58,29
1551:899,70,518,81,616,650,15,8,508,542
1552:866,616,76,654,17,84,302,8,58,29
1553:518,616,302,17,564,654,8,84,58,542
1559:518,616,650,76,654,8,84,302,564,29
1560:518,650,76,302,17,84,1102,564,58,29
1561:354,518,70,616,76,1102,17,84,58,29
1562:70,518,616,650,654,8,564,508,29,542
1569:226,70,81,616,76,302,17,654,986,508
1570:518,616,302,15,17,564,654,8,58,542
1588:224,32,616,302,17,564,654,8,542,245
1589:518,616,650,76,654,8,84,564,58,542
1591:866,616,76,654,17,84,302,8,58,29
1601:518,616,76,654,15,17,302,8,58,542
1602:616,650,76,654,17,84,302,8,58,29
1629:518,616,650,76,654,17,84,302,8,58
1634:6,616,76,654,17,564,302,8,84,58
1642:70,518,8,650,76,654,564,302,58,542
1653:616,76,654,17,84,302,8,564,58,542
1654:866,518,70,8,650,302,81,84,564,29
1655:736,354,70,8,650,76,654,508,29,542
1668:354,70,518,616,650,76,8,84,564,29
1681:518,616,650,17,84,8,564,58,29,542
1703:518,616,650,76,654,84,302,58,29,542
1721:542,518,1511,302,15,17,245,58,61,654
1727:518,616,650,654,15,17,302,8,58,542
1728:518,616,76,302,15,8,84,564,58,542
1745:518,616,654,17,84,302,8,58,61,542
1746:518,616,302,15,17,654,8,58,61,542
1751:518,616,650,76,654,8,84,302,58,29
1756:616,650,76,654,15,8,302,58,29,542
1758:518,616,76,654,17,84,302,8,58,542
1761:518,8,654,1405,17,564,94,61,542,245
1767:70,518,616,76,15,8,84,564,58,542
1779:866,616,76,654,17,84,302,8,58,29
1780:866,616,650,76,654,17,84,302,8,58
1783:518,8,650,76,302,17,84,58,29,542
1787:736,354,899,70,518,616,76,564,508,29
1788:518,616,650,654,17,84,302,8,58,542
1794:518,616,76,654,17,84,302,8,58,29
1796:899,70,8,650,301,654,84,1102,29,542
1803:518,616,76,654,17,84,302,8,58,542
1820:518,616,654,15,17,787,302,8,58,542
1821:518,616,302,15,17,564,654,8,58,542
1822:70,518,616,654,17,84,302,8,58,29
1823:354,70,650,76,15,17,84,564,508,542
1840:736,899,70,616,650,301,81,564,508,542
1841:70,616,76,302,17,564,654,8,58,508
1842:518,616,302,15,17,84,8,58,29,542
1850:8,616,302,15,17,84,654,564,58,542
1853:518,616,76,302,17,84,654,8,58,542
1854:70,8,650,76,654,17,84,302,564,1102
1862:226,70,616,650,301,302,81,564,508,542
1880:518,616,76,654,17,84,302,8,58,542
1883:354,518,70,8,650,76,654,302,58,29
1890:518,616,650,76,654,8,84,302,58,29
1891:518,616,654,15,17,302,8,58,61,542
1893:354,70,616,76,654,84,302,58,29,1102
1894:70,518,616,654,8,84,1102,564,58,29
1911:866,616,76,654,17,84,302,8,58,29
1912:518,616,76,654,17,84,302,8,58,542
1913:518,616,302,15,17,84,654,8,58,542
1930:6,8,616,650,76,654,17,2548,302,245
1932:70,518,616,76,302,17,654,8,58,542
1950:224,327,361,301,15,81,245,698,508,542
1951:616,76,301,302,17,564,654,8,84,508
1952:70,518,616,76,15,17,84,8,564,542
2005:354,899,518,70,650,76,302,564,29,542
2017:866,616,76,654,17,84,302,8,58,29
2025:224,616,236,76,654,17,564,302,8,58
2030:518,616,76,654,15,17,302,8,58,542
2034:8,616,76,302,17,787,84,654,58,508
2038:616,76,654,15,17,84,302,58,542,245
2046:866,81,8,616,76,654,17,84,302,58
2058:866,616,650,76,654,17,84,302,8,58
2068:616,650,76,654,17,84,302,8,58,29
2070:616,650,76,654,15,84,302,58,29,542
2071:736,866,518,70,616,650,76,354,302,58
2072:518,616,650,76,654,15,302,58,29,542
2074:616,76,654,17,564,302,8,58,542,245
2075:70,8,650,76,654,84,302,564,138,1102
2076:866,616,76,654,17,84,302,8,58,29
2077:518,616,650,76,654,17,564,1102,58,29
2080:518,650,76,654,17,84,1102,58,29,542
2085:518,616,650,76,654,17,84,302,8,58
2097:354,70,616,1102,654,84,302,564,58,29
2112:518,616,76,654,17,84,302,8,58,542
2115:616,76,654,17,84,302,8,58,29,542
2116:616,76,654,17,84,302,8,58,29,542
2123:518,616,650,76,654,17,564,8,58,29
2135:518,616,76,654,17,564,302,8,58,542
2141:70,81,616,76,654,17,564,302,8,58
2147:8,76,650,236,654,17,564,302,238,58
2154:518,616,650,654,17,84,302,8,58,542
2160:70,518,8,650,76,302,17,84,564,29
2162:518,616,76,302,17,564,654,8,58,542
2170:70,518,8,650,76,302,17,84,58,29
2177:616,650,76,302,17,654,8,58,508,29
2184:70,518,616,650,76,8,84,564,58,542
2185:518,616,76,654,15,17,302,8,58,542
2187:866,616,76,654,17,84,302,8,58,29
2211:518,616,76,654,17,84,302,8,58,542
2223:616,76,654,15,17,564,245,8,58,542
2243:70,518,616,76,654,17,84,302,8,58
2244:518,616,654,17,84,302,8,564,58,29
2247:518,616,650,654,84,302,564,58,29,542
2250:866,518,8,616,76,654,17,84,302,58
2253:518,616,76,654,17,564,302,8,58,542
2260:866,616,76,654,17,84,302,8,58,29
2261:70,616,650,76,654,302,138,58,29,542
2262:866,616,76,654,17,84,302,8,58,29
2290:866,899,70,518,650,226,301,81,29,542
2291:518,616,76,15,17,84,8,564,29,542
2293:101,616,654,15,17,84,302,564,58,542
2301:518,616,76,654,17,84,302,8,58,1102
2302:866,616,76,654,17,84,302,8,58,29
2304:518,616,76,302,17,564,654,8,58,542
2318:736,866,899,76,226,654,81,84,564,29
2325:616,76,654,15,8,84,302,58,29,542
2335:70,518,616,654,17,84,302,8,29,542
2343:616,650,76,654,17,84,302,8,58,29
2346:70,616,76,302,17,564,654,8,58,508
2347:866,616,76,654,17,84,302,8,58,29
2348:616,650,76,654,17,84,302,8,58,542
2362:866,616,76,654,17,84,302,8,58,29
2363:518,616,650,302,15,17,84,8,29,542
2364:518,616,650,76,302,15,8,84,564,29
2369:70,616,76,302,15,17,654,8,58,508
2373:616,76,654,15,17,84,302,564,58,542
2381:518,616,654,17,84,302,8,58,29,542
2382:518,616,650,654,17,564,302,8,58,542
2384:518,616,76,654,17,84,302,8,564,58
2385:518,616,76,302,17,84,8,58,29,542
2392:866,616,76,654,17,84,302,8,58,29
2393:518,616,76,654,17,84,302,8,58,29
2394:616,650,76,654,84,302,564,58,29,542
2395:70,518,616,650,76,1102,17,84,8,564
2399:518,616,76,654,17,84,302,8,58,542
2405:70,8,650,76,654,17,84,302,58,29
2407:866,616,76,354,302,17,84,654,58,29
2408:518,616,76,654,8,84,302,58,29,542
2419:616,76,654,17,84,302,8,58,508,29
2429:354,1382,70,616,302,17,84,654,58,245
2447:70,518,8,76,15,84,564,508,29,542
2452:866,616,76,654,17,84,302,8,58,29
2453:866,616,76,654,17,84,302,8,58,29
2454:518,616,76,654,17,564,302,8,58,542
2456:518,616,76,15,17,84,8,58,29,542
2461:736,866,899,70,518,226,138,301,81,29
2464:518,616,650,76,654,15,8,564,58,542
2465:518,616,650,76,15,8,84,564,58,542
2469:518,616,650,76,302,8,84,564,58,29
2489:5480,168,76,1326,719,17,302,984,58,8860
2491:866,616,76,654,17,84,302,8,58,29
2499:518,616,76,654,17,564,302,8,58,861
2500:518,616,650,76,654,8,84,58,29,542
2501:931,518,1382,8,17,947,245,787,508,1405
2505:518,616,650,76,654,17,84,58,29,542
2510:65,518,616,76,302,17,58,508,1405,5567
2515:518,616,650,654,17,564,302,8,58,542
2518:616,76,302,17,787,654,8,58,508,542
2520:616,650,76,654,17,84,302,564,58,29
2521:518,616,650,76,654,8,84,302,58,29
2524:616,650,654,15,17,84,302,8,58,542
2536:518,70,8,76,302,17,84,1102,564,542
2541:518,8,650,76,654,84,302,564,58,29
2547:518,616,650,76,654,17,302,8,58,542
2553:866,616,76,654,17,84,302,8,58,29
2558:518,70,616,650,76,17,84,8,58,29
2560:736,70,616,76,1102,15,84,564,58,29
2563:70,650,76,654,84,302,138,58,29,1102
2573:354,70,518,616,76,1102,8,84,58,29
2591:518,616,76,654,17,84,302,8,58,542
2596:518,616,76,654,15,17,84,302,58,542
2597:616,76,654,15,17,302,8,58,508,542
2601:518,616,302,15,17,84,8,58,29,542
2604:518,616,76,302,15,17,654,8,58,542
2611:518,616,650,76,654,8,84,302,58,29
2612:736,518,70,76,654,17,84,302,58,29
2615:354,70,518,8,650,76,84,564,29,542
2625:518,616,76,654,15,17,302,8,58,542
2626:354,899,518,70,616,138,76,302,84,564
2634:518,616,654,15,17,84,302,8,58,542
2636:518,616,76,654,15,8,84,58,29,542
2639:518,616,302,15,17,654,8,1023,508,245
2650:70,616,650,654,17,564,302,8,58,29
2661:518,616,302,17,84,654,8,564,58,61
2663:518,8,616,302,17,84,654,58,508,245
2666:518,616,76,654,15,17,302,8,58,542
2676:616,650,654,15,17,84,302,8,58,542
2689:518,616,76,654,17,84,302,8,58,29
2693:790,616,650,76,654,17,84,302,8,58
2708:616,650,654,17,84,302,8,564,58,29
2709:616,76,654,17,564,302,8,84,58,542
2713:616,302,15,17,84,654,8,564,58,542
2715:518,616,76,302,17,564,654,8,58,542
2716:226,70,81,616,76,302,17,84,654,8
2727:518,616,650,76,8,84,564,58,29,542
2730:616,650,76,654,17,84,1102,8,58,29
2731:518,616,650,76,15,8,84,564,29,542
2734:518,616,76,654,17,564,302,8,58,542
2735:518,616,76,302,17,84,654,564,58,542
2737:518,616,650,654,17,302,8,58,61,542
2745:518,616,302,15,17,84,654,8,58,542
2746:70,616,650,76,654,17,302,8,58,29
2748:518,327,8,616,76,654,17,564,245,58
2756:518,616,76,654,8,84,302,58,29,542
2760:70,518,8,650,76,15,84,564,29,542
2776:866,616,76,654,17,84,302,8,58,29
2799:8,616,76,302,17,84,245,58,508,654
2802:518,616,654,15,8,84,302,58,29,542
2803:866,616,76,654,17,84,302,8,58,29
2804:518,616,302,17,84,654,8,58,61,542
2805:866,81,616,76,654,17,84,302,8,58
2812:70,8,650,76,654,15,564,302,29,542
2815:168,76,654,719,17,564,302,984,8733,661
2827:518,616,76,654,17,84,302,8,58,542
2831:518,8,76,654,15,84,564,58,29,542
2846:70,518,616,650,76,654,84,302,29,542
2848:70,518,616,650,76,654,17,84,8,29
2853:866,616,76,654,17,84,302,8,58,29
2854:518,616,650,76,654,8,84,302,58,29
2857:616,650,76,302,15,17,654,8,58,29
2858:70,650,76,15,17,84,245,564,29,542
2861:518,616,654,15,17,245,8,542,61,94
2871:518,8,61,302,15,17,245,58,508,378
2907:518,616,76,654,15,8,84,302,58,542
2912:32,518,616,302,17,654,58,508,542,1023
2914:518,8,650,76,654,17,302,58,29,542
2924:8,616,76,302,17,84,245,58,508,94
2925:616,654,15,17,564,245,8,58,61,542
2947:866,616,76,654,17,84,302,8,58,29
2951:224,518,616,76,654,17,564,302,8,58
2959:518,616,654,15,17,302,8,58,61,542
2960:518,616,76,654,17,84,302,8,58,542
2963:518,616,76,302,17,84,654,8,58,542
2965:616,650,76,654,17,564,302,8,58,29
2967:518,616,650,76,654,8,84,302,58,29
2970:518,616,650,654,15,17,302,8,58,542
2977:518,616,654,15,17,302,8,58,508,542
2981:70,518,8,650,76,1102,84,564,29,542
2989:518,616,76,654,17,84,302,8,58,542
2990:224,616,650,76,654,17,564,302,8,542
3002:866,616,76,654,17,84,302,8,58,29
3004:8,616,76,302,17,564,654,58,168,508
3011:866,616,76,654,17,84,302,8,58,29
3013:518,70,616,76,654,17,302,8,58,508
3037:866,616,76,654,17,84,302,8,58,29
3038:32,616,650,76,654,17,402,564,302,8
3044:518,616,76,654,8,84,302,58,29,542
3070:518,616,650,654,17,564,302,8,58,542
3081:518,616,76,302,17,84,654,8,58,542
3100:70,518,616,650,76,302,8,84,29,542
3102:1400,168,5480,76,302,719,17,654,984,574
3105:518,8,76,302,15,17,84,654,564,58
3107:518,616,76,654,17,84,302,8,58,542
3110:518,616,654,15,17,564,302,8,58,542
3111:518,616,650,76,654,8,84,302,58,29
3113:616,650,654,15,17,564,302,8,58,542
3121:899,101,70,327,8,238,15,81,564,542
3125:518,616,76,654,17,84,302,8,58,542
3126:866,616,76,654,17,84,302,8,58,29
3129:518,70,616,76,302,8,84,1102,564,29
3139:616,361,76,302,17,84,654,8,58,29
3144:518,616,76,302,17,84,654,564,58,542
3152:518,616,76,654,17,564,302,8,58,542
3166:866,616,76,654,17,84,302,8,58,29
3167:518,616,76,654,17,564,302,8,84,58
3169:354,616,650,76,654,8,84,302,58,29
3170:518,616,650,302,15,17,564,654,8,58
3172:518,616,302,17,564,654,8,58,61,542
3176:70,518,616,650,76,8,84,564,58,542
3183:518,616,76,654,17,84,8,58,29,542
3184:131,616,76,302,61,17,245,15,94,654
3193:354,899,70,518,327,8,138,76,58,508
3195:518,616,654,17,84,302,8,58,61,542
3220:70,518,616,650,76,15,8,84,564,542
3229:32,518,616,302,15,17,654,8,58,542
3234:518,616,650,76,654,15,302,58,29,542
3237:866,616,76,654,17,84,302,8,58,29
3238:518,616,76,654,17,787,302,8,58,542
3239:518,616,650,15,17,84,8,58,29,542
3246:354,70,8,76,302,17,533,58,2139,654
3258:70,8,650,76,654,17,84,564,58,29
3263:518,616,76,654,15,17,302,8,58,542
3264:866,616,76,654,17,84,302,8,58,29
3277:616,76,302,17,564,654,8,84,58,508
3279:518,616,654,17,84,302,8,564,58,542
3295:616,76,654,15,17,564,245,8,58,542
3305:616,76,654,17,564,302,8,58,508,542
3306:81,616,76,302,17,564,654,8,58,29
3308:32,518,616,654,15,17,302,8,58,542
3309:899,518,70,616,650,76,302,84,564,29
3319:866,616,76,654,17,84,302,8,58,29
3320:899,616,650,76,654,17,564,302,8,245
3328:518,616,650,76,8,84,564,58,29,542
3329:8,616,429,654,17,302,238,58,508,542
3335:518,616,650,76,654,8,84,564,58,542
3346:518,616,302,15,17,654,8,58,542,245
3352:518,616,76,654,15,17,302,8,58,542
3353:518,616,650,654,17,564,302,8,58,542
3360:518,616,650,76,654,8,84,302,58,542
3374:32,518,616,302,15,17,654,8,58,542
3376:518,616,76,654,15,17,302,8,58,542
3383:354,70,616,138,76,302,17,84,654,58
3386:518,616,650,76,654,17,302,8,58,542
3411:518,616,76,654,17,84,302,8,58,29
3412:866,616,76,654,17,84,302,8,58,29
3413:518,616,76,654,17,84,302,8,58,542
3416:1352,8,616,76,654,17,4755,564,245,58
3419:518,616,650,76,654,17,84,8,564,29
3421:70,518,8,650,76,15,17,84,564,542
3423:518,616,76,302,15,17,564,654,8,58
3426:518,616,302,15,17,84,654,8,58,542
3428:70,8,650,654,15,17,84,302,58,542
3429:518,8,650,76,654,15,84,302,564,542
3431:866,616,76,654,17,84,302,8,58,29
3432:518,616,650,654,17,564,302,8,58,542
3450:518,616,76,654,15,17,564,302,8,58
3453:5480,168,76,302,463,17,564,1326,1400,719
3475:518,616,654,17,302,8,58,61,542,245
3478:736,866,899,70,518,8,650,81,84,508
3479:518,616,302,15,17,84,654,8,58,542
3480:518,616,650,76,302,17,654,8,29,542
3490:736,354,899,70,81,1102,17,84,508,542
3500:518,70,616,650,654,8,84,1102,58,29
3514:70,518,616,650,302,8,84,564,29,542
3529:866,616,76,654,17,84,302,8,58,29
3546:518,8,302,15,17,564,654,58,861,542
3547:518,616,76,654,15,8,84,302,29,542
3551:226,70,81,616,76,354,302,17,84,8
3557:32,65,518,616,76,654,17,564,302,1023
3572:866,616,76,654,17,84,302,8,58,29
3579:518,616,650,76,15,17,8,58,29,542
3580:616,76,302,15,17,564,654,8,58,542
3593:518,616,76,654,17,84,564,58,29,542
3599:616,76,302,15,17,564,654,8,58,542
3609:518,616,76,654,17,84,302,8,58,542
3610:518,616,650,76,654,17,302,8,58,542
3613:70,616,76,654,17,302,8,58,508,542
3628:8,616,650,76,302,17,787,654,58,542
3656:518,616,76,654,17,84,8,58,29,542
3657:518,616,650,76,15,17,84,8,58,542
3663:736,226,70,650,76,354,564,58,508,866
3674:354,70,518,8,650,76,302,84,58,29
3684:866,616,76,654,17,84,302,8,58,29
3685:518,70,616,76,654,17,84,302,8,58
3686:866,616,76,654,17,84,302,8,58,29
3692:518,616,302,15,17,84,654,8,29,542
3694:518,616,650,654,15,17,302,8,58,542
3701:518,616,650,76,654,8,302,58,29,542
3702:32,616,302,15,17,564,654,8,61,542
3717:354,70,76,654,17,84,564,58,29,542
3721:518,616,650,76,654,15,84,564,58,542
3728:616,76,302,15,17,564,654,8,58,542
3735:226,899,70,327,8,361,138,76,301,29
3736:518,616,650,654,8,84,302,58,29,542
3737:518,616,650,654,15,8,84,302,58,542
3751:616,76,654,15,17,84,8,58,29,542
3752:518,616,76,302,17,84,8,58,29,542
3800:736,866,354,301,654,81,302,58,29,542
3811:70,8,616,76,654,17,302,58,2139,1023
3820:518,616,650,76,15,17,564,8,58,542
3840:518,616,650,76,654,15,8,564,58,542
3846:70,518,8,650,654,17,84,302,564,58
3849:70,518,616,650,76,15,8,564,58,542
3850:518,616,76,654,15,564,245,58,29,542
3857:518,616,76,654,15,8,302,58,29,542
3859:518,616,650,76,302,17,84,8,58,29
3862:518,616,76,654,17,84,302,8,564,58
3888:518,616,76,654,17,84,302,8,58,542
3911:518,616,650,302,17,564,654,8,58,542
3921:70,518,616,76,654,17,302,8,58,542
3929:70,518,616,650,654,8,84,302,58,29
3930:616,650,76,654,17,84,8,58,29,542
3934:866,616,76,654,17,84,302,8,58,29
3947:518,616,650,654,84,302,564,58,29,542
3950:70,518,8,654,15,564,302,84,508,542
3962:518,616,76,654,17,84,302,8,58,29
3974:518,616,76,654,17,302,84,245,8,58
3975:518,8,650,76,654,17,84,302,58,29
3988:518,616,654,15,17,564,302,8,58,542
4001:866,616,76,654,17,84,302,8,58,29
4006:518,616,76,654,15,17,302,8,58,542
4007:226,81,616,76,654,17,8,58,508,542
4008:518,616,650,654,17,84,302,8,58,542
